
Мэри и Макс,Комедия,Драма,Чёрная комедия,Современное кино (2000–2020),8.0
Высокая мода,Комедия,Мелодрама,Пародия/Мемы,Новинки (2020–2025),6.38,4770,Prêt-à-Porter,5.2,4.7
Очень страшное кино 4,Комедия,Ужасы,Пародия/Мемы,Современное кино (2000–2020),5.75,32655,Scary Movie 4,5.1,4.6
Уроки вождения,Комедия,Драма,Абсурд/Сюр,Современное кино (2000–2020),7.125,102206,Driving Lessons,6.6,5.2
Святоша,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),6.755,4673,Holy Man,5,3.8
Рождественские каникулы,Комедия,Семейный,Семейная,Классика (до 2000 года),7.1,10074,National Lampoon's Christmas Vacation,7.5,6.3
Рядовой Бенджамин,Комедия,Военный,Романтическая,Классика (до 2000 года),6.769,4407,Private Benjamin,6.2,6.9
Сидни Уайт,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.538,272220,Sydney White,6.2,5.2
Доктор Голливуд,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),7.113,4349,Doc Hollywood,6.3,6.1
Неисправимый лгун,Комедия,Семейный,Абсурд/Сюр,Классика (до 2000 года),7.736,46388,,6.8,0
Приходи на меня посмотреть,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),8.184,40955,,7.2,0
Рождество на двоих,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.862,1170018,Last Christmas,6.5,5.4
LOL [ржунимагу],Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),7.015,409410,LOL (Laughing Out Loud) ®,6.3,0
Друг невесты,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.957,279757,Made of Honor,5.8,4.1
Тост,Комедия,Биографический,Семейная,Современное кино (2000–2020),6.899,523026,Toast,6.5,6.1
Большой переполох в маленьком Китае,Комедия,Фэнтези,Абсурд/Сюр,Классика (до 2000 года),7.132,16116,Big Trouble in Little China,7.2,6.4
Моя девушка — зомби,Комедия,Ужасы,Чёрная комедия,Новинки (2020–2025),4.721,808321,Burying the Ex,5.4,4.5
Миссис Даутфайр,Комедия,Семейный,Семейная,Классика (до 2000 года),7.741,5939,Mrs. Doubtfire,7.1,5.9
За бортом,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),8.004,16115,Overboard,6.9,5.2
Мексиканец,Комедия,Криминал,Романтическая,Современное кино (2000–2020),7.088,753,The Mexican,6.1,5.5
Секса не будет!!!,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),5.853,719155,Blockers,6.2,6.8
Под маской жиголо,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.648,669115,Fading Gigolo,6.2,5.8
Мед в голове,Комедия,Семейный,Семейная,Новинки (2020–2025),7.948,824406,Honig im Kopf,6.6,0
Джеки в царстве женщин,Комедия,Фантастика,Абсурд/Сюр,Современное кино (2000–2020),6.164,707290,Jacky au royaume des filles,6.1,0
Будь моим парнем на пять минут,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.637,397236,Nick and Norah's Infinite Playlist,6.6,6.5
Вышибалы,Комедия,Боевик (Экшен),Абсурд/Сюр,Современное кино (2000–2020),6.273,23576,Dodgeball: A True Underdog Story,6.7,6.4
Чиновник,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),5.961,4463981,,0,0
Проект X: Дорвались,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),7.038,507440,Project X,6.7,4.4
Все могут короли,Комедия,Семейный,Семейная,Новинки (2020–2025),5.645,779994,,0,0
Свадебный переполох,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.931,7285,The Wedding Planner,5.4,3.9
Паровоз Генерал,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),7.929,415,The General,8.1,9.2
Парикмахерша и чудовище,Комедия,Фэнтези,Романтическая,Новинки (2020–2025),5.883,18789,The Beautician and the Beast,5.5,4.7
НЛО,Комедия,Фантастика,Абсурд/Сюр,Новинки (2020–2025),6.165,1021576,UFO,6.2,0
Трое в Нью-Йорке,Комедия,Приключения,Абсурд/Сюр,Новинки (2020–2025),5.22,566200,Generation Um...,3.9,3.2
Невезучие,Комедия,Фэнтези,Абсурд/Сюр,Новинки (2020–2025),7.794,14287,Tais-toi!,7.1,0
В плену у моды,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),7.701,402297,Fashion,6.9,2.5
Розовая пантера 2,Комедия,Детектив,Абсурд/Сюр,Современное кино (2000–2020),6.21,259475,The Pink Panther 2,5.6,3.7
Лимонадный Джо,Комедия,Приключения,Пародия/Мемы,Классика (до 2000 года),7.013,52262,Limonádový Joe aneb Konská opera,7.4,0
Тридцать три,Комедия,Мелодрама,Абсурд/Сюр,Современное кино (2000–2020),7.334,42311,,7.1,0
Когда опаздывают в ЗАГС...,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.793,44844,,6.6,0
Добровольцы,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),8.34,44239,,7.2,0
Иван Васильевич меняет профессию,Комедия,Фантастика,Абсурд/Сюр,Классика (до 2000 года),8.792,42664,,8.2,0
Ресторан по понятиям: Бедный Олигарх,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),5.525,5221693,,0,0
А вот и Полли,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.731,3994,Along Came Polly,6,4.8
Билет на Vegas,Комедия,Приключения,Абсурд/Сюр,Новинки (2020–2025),3.972,669351,,4,0
Старый Новый год,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),8.15,43986,,7.1,0
Отпуск,Комедия,Приключения,Семейная,Современное кино (2000–2020),6.813,2000114,,0,0
Инспектор Гулл,Комедия,Детектив,Абсурд/Сюр,Новинки (2020–2025),7.374,470910,,7.1,0
Год Свиньи,Комедия,Криминал,Чёрная комедия,Современное кино (2000–2020),5.874,1219139,,5.8,0
Идеальный голос,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),7.152,596251,Pitch Perfect,7.1,6.5
Похождения зубного врача,Комедия,Криминал,Абсурд/Сюр,Классика (до 2000 года),6.761,43089,,6.8,0
Действуй по обстановке!,Комедия,Военный,Чёрная комедия,Современное кино (2000–2020),5.991,44115,,5.9,0
Тариф Новогодний,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),7.123,406141,,6.1,0
Хороший мальчик,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),6.64,915270,,6.3,0
4:0 в пользу Танечки,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),7.586,46798,,6.9,0
Отдамся в хорошие руки,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),5.404,416088,,5.6,0
Батарейки не прилагаются,Комедия,Семейный,Семейная,Новинки (2020–2025),7.698,7109,*batteries not included,6.6,5.5
Упражнения в прекрасном,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),7.213,521647,,7.2,0
Наши любовники,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.818,905435,Nuestros amantes,6.7,3.7
Что творят мужчины! 2,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),2.139,765083,,3.9,0
Индюки: Назад в будущее,Комедия,Фантастика,Абсурд/Сюр,Современное кино (2000–2020),6.299,504668,Free Birds,5.8,4.3
Опасный бизнес,Комедия,Криминал,Чёрная комедия,Классика (до 2000 года),6.689,958501,Gringo,6.1,5.1
ЛОпуХИ: Эпизод первый,Комедия,Криминал,Абсурд/Сюр,Новинки (2020–2025),2.466,432394,,4.6,0
Частный курорт,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),6.757,17315,Private Resort,5.2,3.8
Опять замуж,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.3,1008360,,0,0
Престо,Комедия,Семейный,Абсурд/Сюр,Современное кино (2000–2020),8.236,416841,Presto,8.3,0
Поезд вне расписания,Комедия,Фантастика,Абсурд/Сюр,Новинки (2020–2025),7.283,160971,,6.4,0
Умереть молодым,Комедия,Криминал,Чёрная комедия,Классика (до 2000 года),7.731,1109,Dying Young,6,4.6
Вид на жительство,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),7.222,18140,Green Card,6.3,5.5
Маленький купальщик,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),7.691,63702,Le Petit baigneur,6.6,0
Марс атакует!,Комедия,Фантастика,Пародия/Мемы,Классика (до 2000 года),6.592,4173,Mars Attacks!,6.4,6
Ценности семейки Аддамс,Комедия,Семейный,Чёрная комедия,Классика (до 2000 года),7.672,2528,Addams Family Values,6.9,6.7
Китайский Новый год,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),5.795,986661,,0,0
Даю год,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.047,667880,I Give It a Year,5.7,5.5
Сделай шаг: Лови момент,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.033,579685,Make Your Move,5.5,0
7 главных желаний,Комедия,Фантастика,Романтическая,Новинки (2020–2025),1.573,732778,,1.5,0
Счастья! Здоровья!,Комедия,Семейный,Семейная,Новинки (2020–2025),5.134,1045781,,6,0
Страх и ненависть в Лас-Вегасе,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),7.614,4385,Fear and Loathing in Las Vegas,7.5,5.9
Пережить Рождество,Комедия,Семейный,Романтическая,Современное кино (2000–2020),6.686,20105,Surviving Christmas,5.5,3.4
Рок-волна,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),7.912,416824,Pirate Radio,7.3,5.7
Агент Джонни Инглиш,Комедия,Боевик (Экшен),Пародия/Мемы,Современное кино (2000–2020),6.721,7983,Johnny English,6.3,4.9
Замок,Комедия,Семейный,Семейная,Классика (до 2000 года),7.153,41323,,6.9,0
Мужчина по вызову 2,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),5.727,61341,Deuce Bigalow: European Gigolo,4.7,3.3
Новейший завет,Комедия,Фантастика,Абсурд/Сюр,Современное кино (2000–2020),6.855,840470,Le tout nouveau testament,7.1,7
Хочу замуж,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.928,4467988,,0,0
Чокнутый профессор,Комедия,Фантастика,Абсурд/Сюр,Классика (до 2000 года),6.539,3786,The Nutty Professor,5.7,5.9
Неадекватные люди,Комедия,Криминал,Чёрная комедия,Современное кино (2000–2020),7.662,542581,,7.3,0
Четыре Рождества,Комедия,Семейный,Семейная,Современное кино (2000–2020),6.161,393067,Four Christmases,5.7,4.3
Типа крутые легавые,Комедия,Криминал,Пародия/Мемы,Современное кино (2000–2020),7.668,93377,Hot Fuzz,7.8,7.7
Джинна вызывали?,Комедия,Фэнтези,Абсурд/Сюр,Новинки (2020–2025),5.853,8181,Kazaam,3.1,3.2
Рассказы,Комедия,Драма,Абсурд/Сюр,Современное кино (2000–2020),7.096,656093,,6.9,0
Большой папа,Комедия,Семейный,Семейная,Классика (до 2000 года),7.413,4188,Big Daddy,6.4,4.9
Ширли-мырли,Комедия,Приключения,Пародия/Мемы,Классика (до 2000 года),7.555,41047,,7.1,0
Джей и Молчаливый Боб наносят ответный удар,Комедия,Приключения,Пародия/Мемы,Современное кино (2000–2020),7.175,719,Jay and Silent Bob Strike Back,6.8,5.6
Убрать перископ,Комедия,Военный,Пародия/Мемы,Классика (до 2000 года),7.41,2514,Down Periscope,6.2,4.1
Детки напрокат,Комедия,Семейный,Семейная,Новинки (2020–2025),4.726,1047968,,3.9,0
Территория девственниц,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),5.377,88121,Virgin Territory,4.7,2.1
Привычка жениться,Комедия,Мелодрама,Чёрная комедия,Новинки (2020–2025),7.541,2313,The Marrying Man,5.7,3.1
Мне не больно,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),7.165,178722,,6.7,0
Любовный менеджмент,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),5.792,395371,Management,5.8,5.3
Лучшие в аду,Комедия,Фэнтези,Чёрная комедия,Новинки (2020–2025),7.732,5126502,,0,0
Монте-Карло,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),6.528,416107,Monte Carlo,5.8,4.8
Самый лучший фильм,Комедия,Боевик (Экшен),Пародия/Мемы,Современное кино (2000–2020),3.101,277385,,3.1,0
Чужой билет,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.981,618,Bounce,5.8,5.6
Супруги Морган в бегах,Комедия,Боевик (Экшен),Романтическая,Современное кино (2000–2020),5.67,452857,Did You Hear About the Morgans?,4.9,3.6
Жандарм в Нью-Йорке,Комедия,Приключения,Абсурд/Сюр,Классика (до 2000 года),7.74,61803,Le gendarme à New York,6.4,0
Бармен из «Золотого якоря»,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),6.163,46035,,5.3,0
Скандинавский форсаж,Комедия,Боевик (Экшен),Пародия/Мемы,Новинки (2020–2025),5.963,788301,Børning,6.2,0
Рождество с неудачниками,Комедия,Семейный,Чёрная комедия,Новинки (2020–2025),6.204,63831,Christmas with the Kranks,5.5,3.2
Я тебя ненавижу,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.885,331726,,6.3,0
Семейка Джонсов,Комедия,Семейный,Семейная,Современное кино (2000–2020),6.783,424579,The Joneses,6.4,6.2
Сорокалетний девственник,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),6.486,81976,The 40 Year Old Virgin,7.1,7.2
Вундеркинды,Комедия,Семейный,Семейная,Новинки (2020–2025),7.034,885,Wonder Boys,7.2,7.2
Добейся успеха 3: Все или ничего,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.961,251875,Bring It On: All or Nothing,5.6,3.8
Пришельцы в Америке,Комедия,Семейный,Семейная,Современное кино (2000–2020),6.692,2509,Just Visiting,5.7,4.8
Однажды в пустыне,Комедия,Криминал,Чёрная комедия,Новинки (2020–2025),7.752,1249218,,0,0
Дилемма,Комедия,Драма,Чёрная комедия,Современное кино (2000–2020),6.058,493196,The Dilemma,5.3,4.4
Инспектор ГАИ,Комедия,Криминал,Абсурд/Сюр,Классика (до 2000 года),7.83,42608,,7.1,0
Инглиш-винглиш,Комедия,Семейный,Семейная,Современное кино (2000–2020),7.755,663076,English Vinglish,7.8,6
Плохая компания,Комедия,Боевик (Экшен),Абсурд/Сюр,Современное кино (2000–2020),6.587,2933,Bad Company,5.6,0
Бойфренд на Рождество,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.351,401489,A Boyfriend for Christmas,6.4,0
Двойная порция,Комедия,Мелодрама,Семейная,Новинки (2020–2025),7.42,77082,Super Size Me,7.2,7.7
Десятидюймовый герой,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),7.864,259829,Ten Inch Hero,7.3,0
Пляжный бездельник,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),6.113,1018804,The Beach Bum,5.5,5.5
Бабуся,Комедия,Фантастика,Абсурд/Сюр,Новинки (2020–2025),7.874,41465,,7.4,0
Робинзон Крузо: Очень обитаемый остров,Комедия,Приключения,Семейная,Новинки (2020–2025),6.176,919286,Robinson Crusoe,5.4,4.1
Пятьдесят на пятьдесят,Комедия,Семейный,Абсурд/Сюр,Новинки (2020–2025),5.822,43376,,6,0
Чикаго,Комедия,Криминал,Чёрная комедия,Современное кино (2000–2020),7.691,634,Chicago,7.2,8
Как грибы с Горохом воевали,Комедия,Семейный,Абсурд/Сюр,Классика (до 2000 года),7.601,44676,,7.4,0
10 лет спустя,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.001,566161,10 Years,6.1,5.8
Вторая жизнь Уве,Комедия,Драма,Чёрная комедия,Современное кино (2000–2020),8.274,848894,En man som heter Ove,7.7,7.2
Ранго,Комедия,Семейный,Пародия/Мемы,Современное кино (2000–2020),7.21,426053,Rango,7.3,0
Танки,Комедия,Военный,Абсурд/Сюр,Современное кино (2000–2020),6.187,1046545,,4.8,0
Кто подставил кролика Роджера,Комедия,Детектив,Пародия/Мемы,Классика (до 2000 года),7.852,7108,Who Framed Roger Rabbit,7.7,8.5
Супер Майк XXL,Комедия,Мелодрама,Абсурд/Сюр,Современное кино (2000–2020),6,692859,Magic Mike XXL,5.6,6
Мисс Никто,Комедия,Криминал,Чёрная комедия,Современное кино (2000–2020),5.391,397589,Miss Nobody,5.5,0
Нечаянно,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.097,840367,,6.5,0
Миллион способов потерять голову,Комедия,Приключения,Пародия/Мемы,Современное кино (2000–2020),6.254,722886,A Million Ways to Die in the West,6.1,4.9
Санта на продажу,Комедия,Семейный,Семейная,Современное кино (2000–2020),5.912,455555,Rare Exports,6.6,7
ДМБ,Комедия,Военный,Абсурд/Сюр,Современное кино (2000–2020),7.851,41133,,7.4,0
Стриптизерши,Комедия,Мелодрама,Чёрная комедия,Классика (до 2000 года),0,84497,Stripper,5.7,0
Старски и Хатч,Комедия,Боевик (Экшен),Пародия/Мемы,Современное кино (2000–2020),6.958,5101,Starsky & Hutch,6.1,5.9
Попасть в десятку,Комедия,Криминал,Абсурд/Сюр,Классика (до 2000 года),6.763,195232,Starter for 10,6.7,6.9
В пролете,Комедия,Приключения,Абсурд/Сюр,Современное кино (2000–2020),6.663,281394,Forgetting Sarah Marshall,7.1,7
Простушка,Комедия,Мелодрама,Романтическая,Новинки (2020–2025),6.474,552698,The Duff,6.4,6.1
Любовь не по размеру,Комедия,Фантастика,Абсурд/Сюр,Новинки (2020–2025),6.937,915039,Un homme à la hauteur,6.3,5
Одесский пароход,Комедия,Мелодрама,Романтическая,Классика (до 2000 года),5.407,1331275,,4.5,0
Вид сверху лучше,Комедия,Приключения,Романтическая,Новинки (2020–2025),6.587,8933,View from the Top,5.3,3.9
Расписание на послезавтра,Комедия,Семейный,Абсурд/Сюр,Новинки (2020–2025),7.256,42045,,6.1,0
Дура,Комедия,Драма,Чёрная комедия,Современное кино (2000–2020),7.202,95651,,6.5,0
Испанский вояж Степаныча,Комедия,Приключения,Абсурд/Сюр,Новинки (2020–2025),4.469,276270,,0,0
Папа напрокат,Комедия,Мелодрама,Романтическая,Современное кино (2000–2020),7.248,738451,,6.4,0
Ночные забавы,Комедия,Триллер,Чёрная комедия,Классика (до 2000 года),8.013,46458,,7.6,0
Страна Саша,Комедия,Семейный,Семейная,Новинки (2020–2025),6.697,4693268,,0,0
Каникулы,Комедия,Семейный,Семейная,Классика (до 2000 года),6.463,484426,Vacation,6.2,4.2
Разборки в стиле Кунг-фу,Комедия,Боевик (Экшен),Абсурд/Сюр,Современное кино (2000–2020),7.622,61370,Kung fu,7.7,7.7
Толстяк против всех,Комедия,Боевик (Экшен),Чёрная комедия,Новинки (2020–2025),4.754,819054,Paul Blart: Mall Cop 2,4.5,3
Безумные соседи,Комедия,Семейный,Абсурд/Сюр,Современное кино (2000–2020),6.228,989330,À bras ouverts,5.5,0
Водитель для Веры,Комедия,Мелодрама,Абсурд/Сюр,Современное кино (2000–2020),7.189,80774,,7.1,0
Большая ржака,Комедия,Приключения,Пародия/Мемы,Новинки (2020–2025),1.365,670146,,1.5,0
